NUM,0,零,,0
NUM,1,一,,0
NUM,2,二,,0
NUM,3,三,,0
NUM,4,四,,0
NUM,5,五,,0
NUM,6,六,,0
NUM,7,七,,0
NUM,8,八,,0
NUM,9,九,,0
NUM,10,十,,0
NUM,11,十一,,0
NUM,12,十二,,0
NUM,13,十三,,0
NUM,14,十四,,0
NUM,15,十五,,0
NUM,16,スキルCT,,0
NUM,17,Lv.,,0
COMMON,1000,ギフト,,0
COMMON,1001,スキン,,0
COMMON,1002,経験値,,0
COMMON,1003,第,,0
COMMON,1004,部隊,,0
COMMON,1005,ECHELON,,0
COMMON,1006,確認,,0
COMMON,1007,確認,,0
COMMON,1008,キャンセル,,0
COMMON,1009,戻る,,0
COMMON,1010,CANCEL,,0
COMMON,1011,BACK,,0
COMMON,1012,種類表示,,0
COMMON,1013,ONLYSHOW,,0
COMMON,1014,全て表示,,0
COMMON,1015,SHOWALL,,0
COMMON,1016,並べ替え,,0
COMMON,1017,OrderBy,,0
COMMON,1018,戻る,,0
COMMON,1019,RETURNTOBASE,,0
COMMON,1020,ハンドガン,,0
COMMON,1021,PISTOL,,0
COMMON,1022,サブマシンガン,,0
COMMON,1023,SUBMACHINEGUN,,0
COMMON,1024,ライフル,,0
COMMON,1025,RIFLE,,0
COMMON,1026,アサルトライフル,,0
COMMON,1027,ASSAULTRIFLE,,0
COMMON,1028,マシンガン,,0
COMMON,1029,MACHINEGUN,,0
COMMON,1030,ショットガン,,0
COMMON,1031,SHOTGUN,,0
COMMON,1032,HP,,0
COMMON,1033,火力,,0
COMMON,1034,射速,,0
COMMON,1035,命中,,0
COMMON,1036,回避,,0
COMMON,1037,防御,,0
COMMON,1038,会心,,0
COMMON,1039,破甲,,0
COMMON,1040,人数,,0
COMMON,1041,コア,,0
COMMON,1042,代用コア,,0
COMMON,1043,EXCHANGECORE,,0
COMMON,1044,ダイヤ,,0
COMMON,1045,契約,,0
COMMON,1046,人形製造契約,,0
COMMON,1047,快速製造,,0
COMMON,1048,装備&妖精製造契約,,0
COMMON,1049,快速訓練契約,,0
COMMON,1050,人力,,0
COMMON,1051,MANPOWER,,0
COMMON,1052,弾薬,,0
COMMON,1053,AMMUNITION,,0
COMMON,1054,配給,,0
COMMON,1055,RATION,,0
COMMON,1056,部品,,0
COMMON,1057,PARTS,,0
COMMON,1058,STANDBY,,0
COMMON,1059,STANDINGBY,,0
COMMON,1060,未開放,,0
COMMON,1061,ロック中,,0
COMMON,1062,夜戦,,0
COMMON,1063,昼戦,,0
COMMON,1064,シェア,,0
COMMON,1065,キャッシュクリア,,0
COMMON,1066,後に解放,,0
COMMON,1067,解放,,0
COMMON,1068,LV,,0
COMMON,1069,宿舎内装,,0
COMMON,1070,スキン,,0
COMMON,1071,模擬作戦AP,,0
COMMON,1072,火力,,0
COMMON,1073,射速,,0
COMMON,1074,命中,,0
COMMON,1075,回避,,0
COMMON,1076,会心率,,0
COMMON,1077,スキル冷却速度,,0
COMMON,1078,防御貫通,,0
COMMON,1079,全銃種,,0
COMMON,1080,ハンドガン,,0
COMMON,1081,サブマシンガン,,0
COMMON,1082,ライフル,,0
COMMON,1083,アサルトライフル,,0
COMMON,1084,マシンガン,,0
COMMON,1085,ショットガン,,0
COMMON,1086,榴弾発射器,,0
COMMON,1087,0,,0
COMMON,1088,1,,0
COMMON,1089,2,,0
COMMON,1090,3,,0
COMMON,1091,4,,0
COMMON,1092,5,,0
COMMON,1093,6,,0
COMMON,1094,7,,0
COMMON,1095,8,,0
COMMON,1096,9,,0
COMMON,1097,オプティカルサイト,,0
COMMON,1098,ホロサイト,,0
COMMON,1099,ドットサイト,,0
COMMON,1100,夜戦装備,,0
COMMON,1101,徹甲弾,,0
COMMON,1102,特殊弾,,0
COMMON,1103,散弾,,0
COMMON,1104,高速弾,,0
COMMON,1105,チップ,,0
COMMON,1106,外骨格,,0
COMMON,1107,防弾ベスト,,0
COMMON,1108,勲章,,0
COMMON,1109,サイレンサー,,0
COMMON,1110,アサルトパック,,0
COMMON,1111,全銃種,,0
COMMON,1112,ハンドガン,,0
COMMON,1113,サブマシンガン,,0
COMMON,1114,ライフル,,0
COMMON,1115,アサルトライフル,,0
COMMON,1116,マシンガン,,0
COMMON,1117,で,,0
COMMON,1118,個,,0
COMMON,1119,残り,,0
COMMON,1120,分,,0
COMMON,1121,時間,,0
COMMON,1122,日,,0
COMMON,1123,残数,,0
COMMON,1124,残り時間,,0
COMMON,1125,制限なし,,0
COMMON,1126,クリア,,0
COMMON,1127,章,,0
COMMON,1128,節,,0
COMMON,1129,解放,,0
COMMON,1130,サーバー,,0
COMMON,1131,修復完了,,0
COMMON,1132,指揮官経験値,,0
COMMON,1133,追加報酬,,0
